route;prD;Département;xD;yD;prF;xF;yF;TMJA
N0028;1;76;564012,24;6928091,36;2;564165,06;6928092,56;43490
N0028;2;76;564165,06;6928092,56;4;565156,72;6930831,45;50525
N0028;4;76;565156,72;6930831,45;6;564991,17;6932555,64;47406
N0028;6;76;564991,17;6932555,64;7;565667,47;6933851,71;35714
N0031;0;76;563762,23;6928164,09;1;565116,26;6927864,88;29627
N0031;1;76;565116,26;6927864,88;2;565333,2;6928048,48;32890
N0031;2;76;565333,2;6928048,48;2;565585,78;6928081,27;32890
N0031;2;76;565585,78;6928081,27;2;565780,35;6928167,21;13479
N0031;2;76;565780,35;6928167,21;3;566049,5;6928794,14;13479
N0031;3;76;566049,5;6928794,14;3;566213,22;6928767,72;13479
N0031;3;76;566213,22;6928767,72;5;567790,15;6928472,36;13479
N0031;5;76;567790,15;6928472,36;6;568706,13;6928481,78;13479
N0031;6;76;568706,13;6928481,78;6;568784,28;6928492,22;12513
N0031;6;76;568784,28;6928492,22;6;568846,83;6928498,43;12513
N0031;6;76;568846,83;6928498,43;9;571363,78;6930510,55;12513
N0031;9;76;571363,78;6930510,55;14;575901,3;6930311,45;9101
N0031;14;76;575901,3;6930311,45;15;576561,7;6930304,74;5574
N0031;15;76;576561,7;6930304,74;15;576625,29;6930294,83;5574
N0031;15;76;576625,29;6930294,83;0;580359,78;6928920,99;5574
N0031;0;27;580359,78;6928920,99;0;580761,02;6928774,07;5519
N0031;0;27;580761,02;6928774,07;2;581945,59;6928721,44;5519
N0031;2;27;581945,59;6928721,44;22;582663,62;6929295,24;5519
N0031;22;76;582663,62;6929295,24;24;584652,34;6929931,29;4900
N0031;24;76;584652,34;6929931,29;26;586346;6930503,6;4900
N0031;26;76;586346;6930503,6;32;592152,34;6929930,9;4900
N0031;32;76;592152,34;6929930,9;42;601890,7;6931362,47;5604
N0031;42;76;601890,7;6931362,47;42;602375,56;6931178,3;5604
N0031;42;76;602375,56;6931178,3;46;605924,73;6932551,15;5604
N0031;46;76;605924,73;6932551,15;46;605932,34;6932549,1;12887
N0031;46;76;605932,34;6932549,1;46;606066,45;6932512,26;12887
N0031;46;76;606066,45;6932512,26;47;606381,19;6932425,32;12887
N0031;47;76;606381,19;6932425,32;47;606474,79;6932399,39;12887
N0031;47;76;606474,79;6932399,39;47;606768,24;6932333,79;12887
N0031;47;76;606768,24;6932333,79;47;607046,5;6932461;10453
N0031;47;76;607046,5;6932461;48;607348,02;6932561,82;10453
N0031;48;76;607348,02;6932561,82;48;607630,04;6932556,22;10453
N0031;48;76;607630,04;6932556,22;48;608058,51;6932437,41;10181
N0031;48;76;608058,51;6932437,41;49;608181,78;6932393,06;10181
N0031;49;76;608181,78;6932393,06;49;608223,2;6932371,61;11746
N0031;49;76;608223,2;6932371,61;0;609899,98;6929990,66;11746
N0031;0;60;609899,98;6929990,66;11;620201,87;6926916,85;
N0031;17;60;625048,99;6925076,85;27;635108,33;6921668,03;
N0031;27;60;635108,33;6921668,03;27;635227,96;6921751,62;
N0031;27;60;635227,96;6921751,62;29;636946,1;6922732,6;
N0031;30;60;636224,05;6926294,3;30;636794,64;6925692,93;
N0031;30;60;636794,64;6925692,93;30;637442,93;6925461,72;
N0031;30;60;637442,93;6925461,72;51;657078,21;6921248,34;
N0031;51;60;657078,21;6921248,34;53;659085,75;6920289,42;
N0031;53;60;659085,75;6920289,42;55;660246,82;6920343,64;
N0031;55;60;660246,82;6920343,64;59;664863,92;6920333,43;
N0031;59;60;664863,92;6920333,43;60;665466,23;6919549,25;
N0031;60;60;665466,23;6919549,25;71;675278,23;6922715,07;
N0031;71;60;675278,23;6922715,07;72;676132,75;6922697,92;
N0031;72;60;676132,75;6922697,92;72;676797,7;6922683,85;
N0031;72;60;676797,7;6922683,85;73;677385,21;6922631,85;
N0031;73;60;677385,21;6922631,85;73;677702,33;6922536,99;
N0031;73;60;677702,33;6922536,99;73;678067,34;6922423,75;
N0031;73;60;678067,34;6922423,75;75;679821,38;6922617,76;
N0031;75;60;679821,38;6922617,76;76;680063,56;6922612,49;
N0031;76;60;680063,56;6922612,49;77;681474,8;6922670,31;
N0031;77;60;681474,8;6922670,31;77;681581,5;6922708,35;
N0031;77;60;681581,5;6922708,35;78;682306,9;6922940,84;
N0031;78;60;682306,9;6922940,84;79;683308,67;6923284,01;
N0031;79;60;683308,67;6923284,01;80;684516,81;6924012,99;
N0031;80;60;684516,81;6924012,99;83;686613,2;6926110,13;
N0031;83;60;686613,2;6926110,13;84;687605,19;6926544;
N0031;84;60;687605,19;6926544;85;688627,21;6926441,3;
N0031;85;60;688627,21;6926441,3;85;688764,22;6926401,81;
N0031;85;60;688764,22;6926401,81;87;690921,86;6925296,15;
N0031;87;60;690921,86;6925296,15;87;690927,66;6925263,16;
N0031;87;60;690927,66;6925263,16;87;691104,24;6925156,4;
N0031;87;60;691104,24;6925156,4;94;697211,86;6922578,33;
N0031;94;60;697211,86;6922578,33;98;701286,48;6922428,98;
N0031;98;60;701286,48;6922428,98;0;706600,06;6921818,39;
N0031;0;2;706600,06;6921818,39;8;715115,3;6921413,42;
N0031;8;2;715115,3;6921413,42;8;715348,35;6921354,2;
N0031;8;2;715348,35;6921354,2;9;715795,91;6921250,71;
N0031;9;2;715795,91;6921250,71;9;716247,9;6921152,86;
N0031;9;2;716247,9;6921152,86;13;720242,86;6920295,42;
N0031;13;2;720242,86;6920295,42;13;720266,01;6920272,97;
N0031;13;2;720266,01;6920272,97;13;720319,46;6920272,85;
N0031;13;2;720319,46;6920272,85;14;720726,88;6920031,28;
N0031;14;2;720726,88;6920031,28;19;722517,79;6918614,46;
N0031;20;2;725868,1;6919028,02;20;725959,31;6918994,43;
N0031;20;2;725959,31;6918994,43;21;726407,06;6918838,68;
N0031;21;2;726407,06;6918838,68;22;728264,74;6918219,08;
N0031;22;2;728264,74;6918219,08;22;728322,56;6918199,55;
N0031;22;2;728322,56;6918199,55;22;728367,38;6918187,52;
N0031;22;2;728367,38;6918187,52;23;728419,81;6918174,91;
N0031;23;2;728419,81;6918174,91;23;729307,77;6918077,51;
N0031;23;2;729307,77;6918077,51;23;729349,6;6918077,54;
N0031;23;2;729349,6;6918077,54;23;729400,22;6918083,51;
N0031;23;2;729400,22;6918083,51;24;729443,2;6918101,6;
N0031;24;2;729443,2;6918101,6;27;732000,09;6919642,34;
N0031;27;2;732000,09;6919642,34;27;732350,8;6919783,86;
N0031;27;2;732350,8;6919783,86;29;733673,19;6919011,51;
N0031;29;2;733673,19;6919011,51;29;733828,83;6918898,66;
N0031;29;2;733828,83;6918898,66;29;734537,76;6918605,02;
